Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross Margin Percentage,Gross Income,Rating
INV-100366,A,Yangon,Member,Female,Health and beauty,25.86,7,9.05,190.07,2023-10-10,20:24,Credit card,181.02,4.76,9.05,4.6
INV-100367,A,Yangon,Member,Female,Food and beverages,300.92,4,60.18,1263.86,2023-02-07,18:46,Cash,1203.68,4.76,60.18,5.3
INV-100368,B,Mandalay,Normal,Male,Health and beauty,342.63,1,17.13,359.76,2023-09-28,20:58,Credit card,342.63,4.76,17.13,7.9
INV-100369,A,Yangon,Normal,Female,Fashion accessories,83.79,2,8.38,175.96,2023-11-10,19:16,Cash,167.58,4.76,8.38,7.0
INV-100370,B,Mandalay,Normal,Female,Fashion accessories,411.29,4,82.26,1727.42,2023-12-10,11:45,Ewallet,1645.16,4.76,82.26,5.6
INV-100371,C,Naypyitaw,Member,Male,Food and beverages,363.79,9,163.71,3437.82,2023-11-25,19:01,Cash,3274.11,4.76,163.71,5.3
INV-100372,A,Yangon,Member,Male,Sports and travel,370.41,4,74.08,1555.72,2023-03-25,13:16,Cash,1481.64,4.76,74.08,7.8
INV-100373,B,Mandalay,Normal,Female,Home and lifestyle,25.68,1,1.28,26.96,2023-03-20,14:25,Credit card,25.68,4.76,1.28,7.7
INV-100374,B,Mandalay,Member,Female,Electronic accessories,457.82,5,114.45,2403.55,2023-09-05,15:03,Cash,2289.1,4.76,114.45,5.6
INV-100375,B,Mandalay,Normal,Female,Health and beauty,108.05,5,27.01,567.26,2023-01-21,20:43,Ewallet,540.25,4.76,27.01,7.0
INV-100376,B,Mandalay,Normal,Female,Electronic accessories,408.72,7,143.05,3004.09,2023-08-05,20:27,Credit card,2861.04,4.76,143.05,5.7
INV-100377,A,Yangon,Normal,Female,Food and beverages,45.04,3,6.76,141.88,2023-12-28,15:45,Credit card,135.12,4.76,6.76,4.7
INV-100378,B,Mandalay,Member,Male,Fashion accessories,30.71,10,15.36,322.46,2023-04-13,16:24,Cash,307.1,4.76,15.36,8.1
INV-100379,A,Yangon,Normal,Male,Sports and travel,311.58,6,93.47,1962.95,2023-06-15,19:30,Ewallet,1869.48,4.76,93.47,9.8
INV-100380,A,Yangon,Member,Female,Food and beverages,254.3,4,50.86,1068.06,2023-03-09,09:00,Credit card,1017.2,4.76,50.86,5.7
INV-100381,A,Yangon,Member,Male,Health and beauty,31.94,5,7.98,167.68,2023-12-03,20:10,Ewallet,159.7,4.76,7.98,6.5
INV-100382,A,Yangon,Normal,Male,Sports and travel,41.11,4,8.22,172.66,2023-03-24,17:54,Credit card,164.44,4.76,8.22,5.0
INV-100383,A,Yangon,Member,Male,Electronic accessories,402.67,4,80.53,1691.21,2023-04-15,12:39,Ewallet,1610.68,4.76,80.53,8.2
INV-100384,A,Yangon,Normal,Male,Home and lifestyle,276.42,2,27.64,580.48,2023-10-21,17:17,Cash,552.84,4.76,27.64,7.9
INV-100385,B,Mandalay,Member,Male,Food and beverages,219.6,9,98.82,2075.22,2023-10-22,18:07,Credit card,1976.4,4.76,98.82,8.4
INV-100386,B,Mandalay,Normal,Male,Health and beauty,115.84,9,52.13,1094.69,2023-07-20,21:58,Cash,1042.56,4.76,52.13,9.9
INV-100387,C,Naypyitaw,Normal,Female,Electronic accessories,234.37,8,93.75,1968.71,2023-10-21,16:12,Ewallet,1874.96,4.76,93.75,6.9
INV-100388,B,Mandalay,Member,Female,Health and beauty,300.91,3,45.14,947.87,2023-11-08,19:05,Ewallet,902.73,4.76,45.14,5.4
INV-100389,B,Mandalay,Member,Female,Electronic accessories,258.47,5,64.62,1356.97,2023-09-10,19:44,Cash,1292.35,4.76,64.62,5.9
INV-100390,B,Mandalay,Normal,Female,Sports and travel,312.57,7,109.4,2297.39,2023-01-07,12:41,Cash,2187.99,4.76,109.4,5.0
INV-100391,A,Yangon,Normal,Female,Home and lifestyle,370.69,3,55.6,1167.67,2023-01-09,17:54,Credit card,1112.07,4.76,55.6,4.2
INV-100392,C,Naypyitaw,Member,Male,Food and beverages,299.0,7,104.65,2197.65,2023-07-19,19:02,Ewallet,2093.0,4.76,104.65,9.3
INV-100393,C,Naypyitaw,Normal,Male,Sports and travel,419.94,1,21.0,440.94,2023-03-11,11:09,Credit card,419.94,4.76,21.0,10.0
INV-100394,B,Mandalay,Member,Female,Sports and travel,347.67,9,156.45,3285.48,2023-03-05,14:13,Cash,3129.03,4.76,156.45,7.2
INV-100395,A,Yangon,Member,Male,Food and beverages,481.72,4,96.34,2023.22,2023-03-28,19:21,Ewallet,1926.88,4.76,96.34,8.2
INV-100396,B,Mandalay,Member,Male,Home and lifestyle,413.78,10,206.89,4344.69,2023-10-22,10:49,Ewallet,4137.8,4.76,206.89,9.9
INV-100397,A,Yangon,Member,Female,Food and beverages,313.46,2,31.35,658.27,2023-09-28,10:26,Ewallet,626.92,4.76,31.35,4.8
INV-100398,C,Naypyitaw,Normal,Female,Fashion accessories,26.46,3,3.97,83.35,2023-06-13,12:57,Credit card,79.38,4.76,3.97,6.8
INV-100399,A,Yangon,Normal,Male,Food and beverages,429.97,6,128.99,2708.81,2023-01-06,14:23,Ewallet,2579.82,4.76,128.99,4.0
INV-100400,B,Mandalay,Member,Female,Fashion accessories,399.28,7,139.75,2934.71,2023-06-07,19:14,Ewallet,2794.96,4.76,139.75,6.0
INV-100401,B,Mandalay,Member,Male,Food and beverages,109.86,1,5.49,115.35,2023-01-27,16:20,Ewallet,109.86,4.76,5.49,4.2
INV-100402,C,Naypyitaw,Member,Male,Electronic accessories,265.08,5,66.27,1391.67,2023-02-03,21:26,Credit card,1325.4,4.76,66.27,5.6
INV-100403,B,Mandalay,Normal,Male,Electronic accessories,24.32,2,2.43,51.07,2023-06-06,17:37,Credit card,48.64,4.76,2.43,7.4
INV-100404,A,Yangon,Member,Female,Health and beauty,7.88,3,1.18,24.82,2023-09-01,18:59,Cash,23.64,4.76,1.18,7.3
INV-100405,C,Naypyitaw,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2023-07-25,11:08,Ewallet,244.2,4.76,12.21,9.3
INV-100406,A,Yangon,Normal,Female,Home and lifestyle,67.96,1,3.4,71.36,2023-11-02,09:57,Cash,67.96,4.76,3.4,8.2
INV-100407,A,Yangon,Normal,Female,Fashion accessories,36.56,8,14.62,307.1,2023-08-10,11:25,Credit card,292.48,4.76,14.62,8.5
INV-100408,B,Mandalay,Normal,Male,Home and lifestyle,178.16,8,71.26,1496.54,2023-04-06,12:44,Cash,1425.28,4.76,71.26,7.0
INV-100409,A,Yangon,Member,Male,Fashion accessories,44.18,8,17.67,371.11,2023-01-02,15:51,Ewallet,353.44,4.76,17.67,7.7
INV-100410,B,Mandalay,Member,Male,Electronic accessories,115.13,10,57.56,1208.86,2023-05-22,10:56,Credit card,1151.3,4.76,57.56,9.9
INV-100411,A,Yangon,Member,Female,Food and beverages,65.39,9,29.43,617.94,2023-04-29,17:28,Ewallet,588.51,4.76,29.43,4.5
INV-100412,C,Naypyitaw,Member,Female,Electronic accessories,181.4,3,27.21,571.41,2023-04-03,19:55,Credit card,544.2,4.76,27.21,7.7
INV-100413,B,Mandalay,Normal,Female,Sports and travel,218.54,2,21.85,458.93,2023-02-04,14:37,Credit card,437.08,4.76,21.85,6.6
INV-100414,C,Naypyitaw,Normal,Female,Food and beverages,301.32,2,30.13,632.77,2023-04-08,20:31,Credit card,602.64,4.76,30.13,8.2
INV-100415,B,Mandalay,Normal,Male,Electronic accessories,168.0,4,33.6,705.6,2023-06-05,13:45,Ewallet,672.0,4.76,33.6,7.7
INV-100416,A,Yangon,Member,Female,Fashion accessories,422.61,5,105.65,2218.7,2023-01-30,18:07,Cash,2113.05,4.76,105.65,8.2
INV-100417,C,Naypyitaw,Normal,Male,Electronic accessories,228.83,4,45.77,961.09,2023-08-28,16:51,Credit card,915.32,4.76,45.77,7.0
INV-100418,C,Naypyitaw,Normal,Male,Fashion accessories,190.83,2,19.08,400.74,2023-10-17,20:32,Cash,381.66,4.76,19.08,6.6
INV-100419,A,Yangon,Member,Male,Fashion accessories,297.4,6,89.22,1873.62,2023-09-30,12:12,Cash,1784.4,4.76,89.22,6.1
INV-100420,A,Yangon,Normal,Female,Electronic accessories,356.22,9,160.3,3366.28,2023-11-29,21:15,Cash,3205.98,4.76,160.3,5.3
INV-100421,C,Naypyitaw,Member,Male,Health and beauty,268.68,1,13.43,282.11,2023-12-02,11:34,Credit card,268.68,4.76,13.43,5.4
INV-100422,B,Mandalay,Normal,Female,Home and lifestyle,493.69,3,74.05,1555.12,2023-02-18,18:55,Cash,1481.07,4.76,74.05,7.3
INV-100423,C,Naypyitaw,Normal,Female,Home and lifestyle,231.85,6,69.55,1460.65,2023-06-09,21:24,Credit card,1391.1,4.76,69.55,5.8
INV-100424,A,Yangon,Normal,Male,Electronic accessories,294.6,1,14.73,309.33,2023-02-24,10:40,Cash,294.6,4.76,14.73,5.5
INV-100425,A,Yangon,Normal,Female,Sports and travel,472.76,6,141.83,2978.39,2023-04-20,16:44,Ewallet,2836.56,4.76,141.83,7.4
INV-100426,C,Naypyitaw,Member,Male,Health and beauty,109.16,8,43.66,916.94,2023-07-12,13:46,Ewallet,873.28,4.76,43.66,6.7
INV-100427,C,Naypyitaw,Normal,Female,Fashion accessories,151.16,7,52.91,1111.03,2023-04-05,16:14,Cash,1058.12,4.76,52.91,9.5
INV-100428,A,Yangon,Normal,Male,Food and beverages,149.84,8,59.94,1258.66,2023-09-10,20:44,Ewallet,1198.72,4.76,59.94,8.5
INV-100429,A,Yangon,Normal,Male,Fashion accessories,346.11,7,121.14,2543.91,2023-04-21,11:48,Ewallet,2422.77,4.76,121.14,8.1
INV-100430,B,Mandalay,Member,Male,Food and beverages,189.91,3,28.49,598.22,2023-02-04,21:13,Ewallet,569.73,4.76,28.49,7.3
INV-100431,C,Naypyitaw,Normal,Male,Health and beauty,235.34,5,58.84,1235.54,2023-06-04,20:28,Credit card,1176.7,4.76,58.84,9.9
INV-100432,C,Naypyitaw,Normal,Male,Home and lifestyle,291.46,7,102.01,2142.23,2023-12-31,12:42,Credit card,2040.22,4.76,102.01,7.5
INV-100433,B,Mandalay,Normal,Female,Sports and travel,409.07,10,204.53,4295.23,2023-08-01,10:07,Credit card,4090.7,4.76,204.53,6.7
INV-100434,C,Naypyitaw,Member,Female,Electronic accessories,340.21,5,85.05,1786.1,2023-09-23,11:10,Credit card,1701.05,4.76,85.05,8.2
INV-100435,A,Yangon,Normal,Female,Electronic accessories,208.83,1,10.44,219.27,2023-12-12,11:04,Cash,208.83,4.76,10.44,5.0
INV-100436,C,Naypyitaw,Normal,Female,Health and beauty,364.97,4,72.99,1532.87,2023-05-30,13:09,Cash,1459.88,4.76,72.99,8.5
INV-100437,B,Mandalay,Normal,Male,Fashion accessories,370.66,5,92.67,1945.97,2023-12-19,20:43,Cash,1853.3,4.76,92.67,4.6
INV-100438,A,Yangon,Member,Female,Fashion accessories,261.59,7,91.56,1922.69,2023-02-26,14:19,Cash,1831.13,4.76,91.56,9.9
INV-100439,B,Mandalay,Normal,Male,Home and lifestyle,401.92,1,20.1,422.02,2023-06-26,20:17,Cash,401.92,4.76,20.1,9.5
INV-100440,C,Naypyitaw,Member,Male,Electronic accessories,172.42,2,17.24,362.08,2023-12-23,15:20,Credit card,344.84,4.76,17.24,9.0
INV-100441,B,Mandalay,Member,Male,Sports and travel,87.87,1,4.39,92.26,2023-05-16,17:52,Credit card,87.87,4.76,4.39,8.9
INV-100442,A,Yangon,Member,Male,Food and beverages,404.75,9,182.14,3824.89,2023-07-19,18:01,Credit card,3642.75,4.76,182.14,4.5
INV-100443,A,Yangon,Normal,Female,Electronic accessories,180.15,1,9.01,189.16,2023-07-29,09:08,Credit card,180.15,4.76,9.01,6.8
INV-100444,B,Mandalay,Normal,Female,Health and beauty,317.49,2,31.75,666.73,2023-08-02,09:57,Credit card,634.98,4.76,31.75,4.9
INV-100445,B,Mandalay,Normal,Female,Health and beauty,406.84,4,81.37,1708.73,2023-02-12,18:38,Credit card,1627.36,4.76,81.37,8.8
INV-100446,A,Yangon,Normal,Male,Electronic accessories,435.8,4,87.16,1830.36,2023-11-05,14:49,Cash,1743.2,4.76,87.16,5.3
INV-100447,B,Mandalay,Normal,Female,Sports and travel,280.71,2,28.07,589.49,2023-09-09,14:33,Ewallet,561.42,4.76,28.07,7.2
INV-100448,B,Mandalay,Member,Female,Electronic accessories,405.4,3,60.81,1277.01,2023-01-01,19:40,Cash,1216.2,4.76,60.81,5.2
INV-100449,A,Yangon,Member,Female,Food and beverages,348.31,8,139.32,2925.8,2023-03-12,17:24,Credit card,2786.48,4.76,139.32,7.7
INV-100450,C,Naypyitaw,Normal,Female,Home and lifestyle,214.93,9,96.72,2031.09,2023-12-15,16:08,Ewallet,1934.37,4.76,96.72,8.0
INV-100451,B,Mandalay,Member,Female,Electronic accessories,22.4,5,5.6,117.6,2023-11-09,11:57,Credit card,112.0,4.76,5.6,6.7
INV-100452,C,Naypyitaw,Member,Female,Food and beverages,35.6,4,7.12,149.52,2023-12-08,21:43,Ewallet,142.4,4.76,7.12,9.4
INV-100453,B,Mandalay,Member,Female,Fashion accessories,468.48,3,70.27,1475.71,2023-11-04,10:04,Cash,1405.44,4.76,70.27,9.1
INV-100454,C,Naypyitaw,Normal,Male,Electronic accessories,42.15,2,4.21,88.51,2023-03-09,15:21,Ewallet,84.3,4.76,4.21,5.7
INV-100455,B,Mandalay,Member,Female,Health and beauty,104.11,3,15.62,327.95,2023-07-29,15:28,Credit card,312.33,4.76,15.62,7.0
INV-100456,A,Yangon,Normal,Male,Electronic accessories,499.87,1,24.99,524.86,2023-03-17,10:55,Ewallet,499.87,4.76,24.99,9.4
INV-100457,B,Mandalay,Normal,Female,Fashion accessories,490.5,9,220.73,4635.23,2023-01-13,13:50,Cash,4414.5,4.76,220.73,6.7
INV-100458,A,Yangon,Normal,Male,Electronic accessories,147.6,1,7.38,154.98,2023-11-16,13:06,Cash,147.6,4.76,7.38,5.5
INV-100459,C,Naypyitaw,Normal,Male,Health and beauty,484.74,10,242.37,5089.77,2023-09-11,11:18,Cash,4847.4,4.76,242.37,7.9
INV-100460,A,Yangon,Normal,Male,Health and beauty,82.95,3,12.44,261.29,2023-05-05,12:36,Credit card,248.85,4.76,12.44,7.9
INV-100461,A,Yangon,Normal,Male,Sports and travel,138.71,2,13.87,291.29,2023-02-11,21:19,Ewallet,277.42,4.76,13.87,4.8
INV-100462,B,Mandalay,Normal,Male,Electronic accessories,73.97,9,33.29,699.02,2023-03-03,16:25,Ewallet,665.73,4.76,33.29,8.5
INV-100463,A,Yangon,Member,Female,Fashion accessories,482.22,7,168.78,3544.32,2023-09-02,16:30,Credit card,3375.54,4.76,168.78,5.1
INV-100464,B,Mandalay,Member,Male,Sports and travel,490.24,9,220.61,4632.77,2023-04-13,20:57,Ewallet,4412.16,4.76,220.61,5.2
INV-100465,B,Mandalay,Member,Female,Health and beauty,248.21,1,12.41,260.62,2023-05-06,20:02,Cash,248.21,4.76,12.41,6.6
INV-100466,C,Naypyitaw,Normal,Female,Health and beauty,206.47,8,82.59,1734.35,2023-08-24,12:58,Ewallet,1651.76,4.76,82.59,5.6
INV-100467,C,Naypyitaw,Member,Female,Health and beauty,380.25,2,38.02,798.52,2023-08-01,09:55,Ewallet,760.5,4.76,38.02,7.9
INV-100468,A,Yangon,Normal,Female,Fashion accessories,470.79,7,164.78,3460.31,2023-04-10,21:23,Cash,3295.53,4.76,164.78,9.9
INV-100469,C,Naypyitaw,Normal,Female,Electronic accessories,446.14,4,89.23,1873.79,2023-11-02,21:42,Ewallet,1784.56,4.76,89.23,4.7
INV-100470,A,Yangon,Normal,Female,Sports and travel,177.23,3,26.58,558.27,2023-12-22,21:53,Ewallet,531.69,4.76,26.58,9.3
INV-100471,A,Yangon,Member,Male,Electronic accessories,301.71,1,15.09,316.8,2023-02-12,15:08,Ewallet,301.71,4.76,15.09,6.3
INV-100472,C,Naypyitaw,Normal,Female,Home and lifestyle,179.31,2,17.93,376.55,2023-01-20,20:23,Ewallet,358.62,4.76,17.93,8.7
INV-100473,B,Mandalay,Normal,Female,Home and lifestyle,441.56,1,22.08,463.64,2023-02-28,09:42,Ewallet,441.56,4.76,22.08,6.9
INV-100474,A,Yangon,Member,Male,Food and beverages,248.37,7,86.93,1825.52,2023-08-22,09:25,Credit card,1738.59,4.76,86.93,5.2
INV-100475,A,Yangon,Normal,Female,Food and beverages,371.46,10,185.73,3900.33,2023-03-27,13:38,Ewallet,3714.6,4.76,185.73,4.8
INV-100476,B,Mandalay,Member,Female,Sports and travel,123.67,5,30.92,649.27,2023-10-20,09:09,Credit card,618.35,4.76,30.92,7.1
INV-100477,A,Yangon,Normal,Male,Sports and travel,208.69,8,83.48,1753.0,2023-09-17,10:44,Ewallet,1669.52,4.76,83.48,5.8
INV-100478,B,Mandalay,Normal,Male,Home and lifestyle,58.18,9,26.18,549.8,2023-08-07,18:03,Credit card,523.62,4.76,26.18,5.6
INV-100479,C,Naypyitaw,Member,Female,Fashion accessories,19.21,9,8.64,181.53,2023-01-29,10:10,Credit card,172.89,4.76,8.64,8.5
INV-100480,C,Naypyitaw,Normal,Male,Sports and travel,391.49,3,58.72,1233.19,2023-02-10,14:59,Ewallet,1174.47,4.76,58.72,9.0
INV-100481,B,Mandalay,Normal,Female,Food and beverages,206.09,6,61.83,1298.37,2023-12-15,10:33,Cash,1236.54,4.76,61.83,4.1
INV-100482,A,Yangon,Normal,Female,Food and beverages,442.29,4,88.46,1857.62,2023-11-08,11:49,Cash,1769.16,4.76,88.46,9.4
INV-100483,A,Yangon,Normal,Female,Fashion accessories,215.2,1,10.76,225.96,2023-02-08,13:46,Credit card,215.2,4.76,10.76,6.2
INV-100484,B,Mandalay,Normal,Female,Food and beverages,206.34,8,82.54,1733.26,2023-08-13,20:26,Cash,1650.72,4.76,82.54,8.8
INV-100485,C,Naypyitaw,Normal,Male,Home and lifestyle,241.5,5,60.38,1267.88,2023-08-07,17:51,Credit card,1207.5,4.76,60.38,6.1
INV-100486,A,Yangon,Member,Female,Health and beauty,226.2,8,90.48,1900.08,2023-03-19,19:35,Ewallet,1809.6,4.76,90.48,7.5
INV-100487,B,Mandalay,Normal,Female,Home and lifestyle,89.13,7,31.2,655.11,2023-11-17,12:39,Cash,623.91,4.76,31.2,9.1
INV-100488,B,Mandalay,Normal,Female,Health and beauty,181.95,5,45.49,955.24,2023-09-06,15:16,Credit card,909.75,4.76,45.49,7.2
INV-100489,B,Mandalay,Member,Female,Electronic accessories,78.41,7,27.44,576.31,2023-03-04,16:40,Ewallet,548.87,4.76,27.44,8.8
INV-100490,C,Naypyitaw,Member,Male,Fashion accessories,81.43,8,32.57,684.01,2023-03-21,15:21,Ewallet,651.44,4.76,32.57,8.4
INV-100491,B,Mandalay,Member,Male,Food and beverages,148.22,7,51.88,1089.42,2023-02-11,14:25,Credit card,1037.54,4.76,51.88,5.5
INV-100492,B,Mandalay,Normal,Male,Fashion accessories,178.24,8,71.3,1497.22,2023-06-16,14:02,Credit card,1425.92,4.76,71.3,5.2
INV-100493,C,Naypyitaw,Member,Female,Home and lifestyle,295.93,10,147.97,3107.27,2023-05-13,10:25,Credit card,2959.3,4.76,147.97,5.8
INV-100494,B,Mandalay,Member,Female,Sports and travel,189.51,8,75.8,1591.88,2023-01-30,14:56,Cash,1516.08,4.76,75.8,9.9
INV-100495,B,Mandalay,Member,Male,Sports and travel,316.44,3,47.47,996.79,2023-06-10,11:57,Credit card,949.32,4.76,47.47,6.1
INV-100496,C,Naypyitaw,Member,Female,Home and lifestyle,385.89,4,77.18,1620.74,2023-11-11,19:43,Credit card,1543.56,4.76,77.18,6.8
INV-100497,B,Mandalay,Normal,Male,Home and lifestyle,216.47,2,21.65,454.59,2023-04-26,10:42,Credit card,432.94,4.76,21.65,7.3
INV-100498,C,Naypyitaw,Member,Male,Home and lifestyle,252.44,6,75.73,1590.37,2023-03-14,16:56,Credit card,1514.64,4.76,75.73,6.8
INV-100499,B,Mandalay,Normal,Male,Fashion accessories,274.08,8,109.63,2302.27,2023-11-02,18:51,Cash,2192.64,4.76,109.63,9.4
INV-100500,A,Yangon,Normal,Male,Electronic accessories,372.53,7,130.39,2738.1,2023-02-19,09:35,Ewallet,2607.71,4.76,130.39,7.7
INV-100501,A,Yangon,Normal,Female,Fashion accessories,45.56,6,13.67,287.03,2023-03-05,15:04,Credit card,273.36,4.76,13.67,9.2
INV-100502,C,Naypyitaw,Normal,Male,Sports and travel,228.3,7,79.91,1678.01,2023-08-14,18:30,Credit card,1598.1,4.76,79.91,9.2
INV-100503,B,Mandalay,Member,Male,Electronic accessories,142.35,3,21.35,448.4,2023-05-16,20:42,Cash,427.05,4.76,21.35,4.0
INV-100504,B,Mandalay,Normal,Male,Sports and travel,172.28,3,25.84,542.68,2023-08-04,17:36,Credit card,516.84,4.76,25.84,4.7
INV-100505,C,Naypyitaw,Member,Female,Fashion accessories,200.62,1,10.03,210.65,2023-03-11,15:20,Cash,200.62,4.76,10.03,5.7
INV-100506,A,Yangon,Member,Male,Food and beverages,286.41,3,42.96,902.19,2023-10-11,12:46,Cash,859.23,4.76,42.96,9.6
INV-100507,A,Yangon,Normal,Female,Food and beverages,247.39,8,98.96,2078.08,2023-07-06,09:26,Cash,1979.12,4.76,98.96,8.3
INV-100508,B,Mandalay,Normal,Male,Food and beverages,311.39,1,15.57,326.96,2023-09-27,21:53,Cash,311.39,4.76,15.57,6.6
INV-100509,A,Yangon,Normal,Female,Health and beauty,442.36,8,176.94,3715.82,2023-10-18,20:47,Ewallet,3538.88,4.76,176.94,9.6
INV-100510,A,Yangon,Normal,Female,Fashion accessories,357.29,7,125.05,2626.08,2023-08-15,17:28,Credit card,2501.03,4.76,125.05,6.3
INV-100511,A,Yangon,Member,Male,Health and beauty,422.14,8,168.86,3545.98,2023-06-15,14:04,Ewallet,3377.12,4.76,168.86,5.1
INV-100512,B,Mandalay,Member,Male,Fashion accessories,65.74,3,9.86,207.08,2023-08-24,13:48,Credit card,197.22,4.76,9.86,9.4
INV-100513,B,Mandalay,Normal,Female,Food and beverages,97.51,1,4.88,102.39,2023-05-30,13:52,Cash,97.51,4.76,4.88,4.1
INV-100514,B,Mandalay,Normal,Male,Home and lifestyle,78.65,4,15.73,330.33,2023-04-03,11:25,Ewallet,314.6,4.76,15.73,8.8
INV-100515,C,Naypyitaw,Normal,Female,Fashion accessories,404.97,5,101.24,2126.09,2023-04-03,10:57,Credit card,2024.85,4.76,101.24,7.6
INV-100516,A,Yangon,Member,Female,Food and beverages,6.42,9,2.89,60.67,2023-11-13,11:18,Credit card,57.78,4.76,2.89,9.9
INV-100517,B,Mandalay,Member,Female,Electronic accessories,174.76,1,8.74,183.5,2023-03-15,19:00,Cash,174.76,4.76,8.74,9.6
INV-100518,C,Naypyitaw,Member,Male,Fashion accessories,23.0,8,9.2,193.2,2023-05-26,10:38,Cash,184.0,4.76,9.2,9.1
INV-100519,A,Yangon,Member,Female,Home and lifestyle,444.72,7,155.65,3268.69,2023-03-22,09:28,Ewallet,3113.04,4.76,155.65,7.0
INV-100520,C,Naypyitaw,Member,Male,Health and beauty,147.04,3,22.06,463.18,2023-10-06,16:59,Credit card,441.12,4.76,22.06,5.4
INV-100521,B,Mandalay,Normal,Female,Home and lifestyle,470.15,5,117.54,2468.29,2023-03-19,10:01,Cash,2350.75,4.76,117.54,9.5
INV-100522,C,Naypyitaw,Member,Male,Health and beauty,96.12,6,28.84,605.56,2023-03-23,13:15,Cash,576.72,4.76,28.84,8.4
INV-100523,B,Mandalay,Normal,Female,Food and beverages,361.54,10,180.77,3796.17,2023-11-27,10:12,Cash,3615.4,4.76,180.77,6.1
INV-100524,C,Naypyitaw,Normal,Male,Sports and travel,49.2,6,14.76,309.96,2023-03-15,15:28,Credit card,295.2,4.76,14.76,7.7
INV-100525,A,Yangon,Member,Female,Food and beverages,127.15,2,12.72,267.02,2023-05-01,14:05,Cash,254.3,4.76,12.72,7.5
INV-100526,C,Naypyitaw,Normal,Female,Health and beauty,183.38,4,36.68,770.2,2023-10-12,11:45,Credit card,733.52,4.76,36.68,5.3
INV-100527,A,Yangon,Member,Female,Electronic accessories,388.79,2,38.88,816.46,2023-08-11,18:15,Credit card,777.58,4.76,38.88,5.5
INV-100528,C,Naypyitaw,Normal,Male,Health and beauty,499.42,10,249.71,5243.91,2023-09-03,19:23,Credit card,4994.2,4.76,249.71,6.9
INV-100529,B,Mandalay,Member,Female,Home and lifestyle,444.03,10,222.02,4662.32,2023-06-20,19:12,Ewallet,4440.3,4.76,222.02,4.3
INV-100530,C,Naypyitaw,Member,Male,Home and lifestyle,204.2,6,61.26,1286.46,2023-02-25,16:40,Credit card,1225.2,4.76,61.26,7.4
INV-100531,A,Yangon,Normal,Male,Home and lifestyle,356.14,3,53.42,1121.84,2023-08-21,13:39,Cash,1068.42,4.76,53.42,5.7
INV-100532,B,Mandalay,Member,Female,Electronic accessories,115.64,6,34.69,728.53,2023-04-11,15:49,Cash,693.84,4.76,34.69,7.1
INV-100533,C,Naypyitaw,Normal,Male,Sports and travel,48.97,7,17.14,359.93,2023-01-15,14:39,Ewallet,342.79,4.76,17.14,6.4
INV-100534,A,Yangon,Member,Male,Sports and travel,367.43,2,36.74,771.6,2023-12-18,16:24,Ewallet,734.86,4.76,36.74,5.9
INV-100535,C,Naypyitaw,Normal,Male,Sports and travel,484.98,1,24.25,509.23,2023-09-28,20:33,Credit card,484.98,4.76,24.25,4.9
INV-100536,C,Naypyitaw,Normal,Female,Health and beauty,133.49,7,46.72,981.15,2023-02-28,16:05,Ewallet,934.43,4.76,46.72,4.5
INV-100537,B,Mandalay,Normal,Female,Fashion accessories,457.35,10,228.68,4802.18,2023-12-14,19:48,Credit card,4573.5,4.76,228.68,5.4
INV-100538,B,Mandalay,Normal,Male,Electronic accessories,73.0,4,14.6,306.6,2023-12-16,12:36,Cash,292.0,4.76,14.6,7.4
INV-100539,A,Yangon,Member,Female,Food and beverages,469.54,4,93.91,1972.07,2023-08-04,21:45,Credit card,1878.16,4.76,93.91,6.1
INV-100540,C,Naypyitaw,Normal,Male,Electronic accessories,221.16,4,44.23,928.87,2023-06-29,16:08,Credit card,884.64,4.76,44.23,7.8
INV-100541,B,Mandalay,Normal,Female,Health and beauty,50.74,9,22.83,479.49,2023-08-03,16:29,Ewallet,456.66,4.76,22.83,4.9
INV-100542,C,Naypyitaw,Normal,Female,Electronic accessories,472.21,1,23.61,495.82,2023-09-28,14:45,Credit card,472.21,4.76,23.61,8.8
INV-100543,B,Mandalay,Member,Male,Electronic accessories,262.19,1,13.11,275.3,2023-03-16,13:23,Cash,262.19,4.76,13.11,9.1
INV-100544,A,Yangon,Member,Male,Sports and travel,481.5,6,144.45,3033.45,2023-07-08,17:22,Credit card,2889.0,4.76,144.45,8.0
INV-100545,C,Naypyitaw,Normal,Female,Health and beauty,467.09,7,163.48,3433.11,2023-06-04,09:06,Ewallet,3269.63,4.76,163.48,5.6
INV-100546,B,Mandalay,Member,Male,Home and lifestyle,460.21,4,92.04,1932.88,2023-08-07,10:26,Credit card,1840.84,4.76,92.04,8.1
INV-100547,B,Mandalay,Member,Female,Electronic accessories,149.72,10,74.86,1572.06,2023-09-06,20:12,Credit card,1497.2,4.76,74.86,4.7
INV-100548,B,Mandalay,Member,Male,Health and beauty,424.0,10,212.0,4452.0,2023-10-06,14:15,Credit card,4240.0,4.76,212.0,4.5
INV-100549,A,Yangon,Normal,Male,Health and beauty,223.44,2,22.34,469.22,2023-12-18,11:31,Cash,446.88,4.76,22.34,8.1
